LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,23.5,23.5
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,24.2,24.2
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,,
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,,
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,20.9,20.9
IL,Illinois,BRFSS,Tobacco,%,Crude Prevalence,19.8,19.8
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,31.4,31.4
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,23.8,23.8
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,22.4,22.4
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,27.6,27.6
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,39.6,39.6
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,28.9,28.9
IN,Indiana,BRFSS,Tobacco,%,Crude Prevalence,25,25
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,28.2,28.2
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,19.5,19.5
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,22.6,22.6
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,24.6,24.6
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,29.9,29.9
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,29.6,29.6
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,22,22
KS,Kansas,BRFSS,Tobacco,%,Crude Prevalence,21.1,21.1
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,33.8,33.8
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,26.6,26.6
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,28.2,28.2
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,31.6,31.6
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,54.1,54.1
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,27.4,27.4
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,29,29
KY,Kentucky,BRFSS,Tobacco,%,Crude Prevalence,28.5,28.5
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,25.4,25.4
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,22.3,22.3
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,18.2,18.2
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,29.5,29.5
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,36.7,36.7
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,30.3,30.3
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,25.7,25.7
LA,Louisiana,BRFSS,Tobacco,%,Crude Prevalence,26.1,26.1
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,17.1,17.1
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,16.9,16.9
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,19.2,19.2
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,19.7,19.7
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,33,33
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,13.2,13.2
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,18.2,18.2
MA,Massachusetts,BRFSS,Tobacco,%,Crude Prevalence,18.3,18.3
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,18.9,18.9
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,17.2,17.2
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,19.9,19.9
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,21.2,21.2
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,26.9,26.9
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,12.6,12.6
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
MD,Maryland,BRFSS,Tobacco,%,Crude Prevalence,19.6,19.6
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,,
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,20.6,20.6
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,32,32
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,25.1,25.1
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,43.3,43.3
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,40,40
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,22.8,22.8
ME,Maine,BRFSS,Tobacco,%,Crude Prevalence,22.3,22.3
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,27.1,27.1
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,19.6,19.6
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,20,20
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,27.2,27.2
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,38.9,38.9
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,17,17
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,23.3,23.3
MI,Michigan,BRFSS,Tobacco,%,Crude Prevalence,22.8,22.8
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,29.8,29.8
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,17,17
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,20.1,20.1
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,21.2,21.2
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,40.2,40.2
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,22.3,22.3
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
MN,Minnesota,BRFSS,Tobacco,%,Crude Prevalence,18.2,18.2
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,28,28
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,23.6,23.6
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,16.2,16.2
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,26.4,26.4
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,46.6,46.6
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,18.4,18.4
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,25,25
MO,Missouri,BRFSS,Tobacco,%,Crude Prevalence,24.9,24.9
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,22.8,22.8
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,21.8,21.8
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,25.3,25.3
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,30.5,30.5
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,,
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,37.7,37.7
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,26,26
MS,Mississippi,BRFSS,Tobacco,%,Crude Prevalence,27.2,27.2
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,,
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,21,21
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,40.1,40.1
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,23.2,23.2
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,38.3,38.3
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,41.7,41.7
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,22.1,22.1
MT,Montana,BRFSS,Tobacco,%,Crude Prevalence,19.9,19.9
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,23.4,23.4
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,19.2,19.2
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,16.6,16.6
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,24.5,24.5
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,28.9,28.9
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,23,23
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,21.8,21.8
NC,North Carolina,BRFSS,Tobacco,%,Crude Prevalence,21.8,21.8
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,19.5,19.5
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,46.3,46.3
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,21.9,21.9
ND,North Dakota,BRFSS,Tobacco,%,Crude Prevalence,20.1,20.1
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,28,28
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,17.9,17.9
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,18.4,18.4
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,22.1,22.1
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,37.7,37.7
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,21.1,21.1
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,20,20
NE,Nebraska,BRFSS,Tobacco,%,Crude Prevalence,19.5,19.5
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,,
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,18.5,18.5
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,25.5,25.5
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,20.4,20.4
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,27.3,27.3
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,,
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,27.8,27.8
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,19.4,19.4
NH,New Hampshire,BRFSS,Tobacco,%,Crude Prevalence,19,19
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,21.2,21.2
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,14.6,14.6
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,31.8,31.8
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,8.8,8.8
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,16.8,16.8
NJ,New Jersey,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,32.7,32.7
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,18.2,18.2
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,23,23
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,24.9,24.9
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,32.8,32.8
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,15.1,15.1
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,21.5,21.5
NM,New Mexico,BRFSS,Tobacco,%,Crude Prevalence,20.8,20.8
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,30,30
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,20.2,20.2
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,15.5,15.5
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,25.6,25.6
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,19.9,19.9
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,22.9,22.9
NV,Nevada,BRFSS,Tobacco,%,Crude Prevalence,25.6,25.6
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,21.3,21.3
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,16.8,16.8
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,17.4,17.4
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,19.5,19.5
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,29.5,29.5
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,14.3,14.3
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,18.1,18.1
NY,New York,BRFSS,Tobacco,%,Crude Prevalence,17.9,17.9
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,27.2,27.2
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,24.2,24.2
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,19.2,19.2
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,26,26
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,53.5,53.5
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,24.4,24.4
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,25.1,25.1
OH,Ohio,BRFSS,Tobacco,%,Crude Prevalence,24.5,24.5
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,30.7,30.7
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,24.3,24.3
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,18.1,18.1
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,28.1,28.1
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,26.9,26.9
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,29,29
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,26.1,26.1
OK,Oklahoma,BRFSS,Tobacco,%,Crude Prevalence,26,26
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,,
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,18.4,18.4
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,19.7,19.7
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,21.1,21.1
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,32.1,32.1
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,11.6,11.6
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,19.7,19.7
OR,Oregon,BRFSS,Tobacco,%,Crude Prevalence,19.9,19.9
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,28.7,28.7
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,21.5,21.5
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,27.1,27.1
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,23.5,23.5
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,45.1,45.1
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,22.4,22.4
PA,Pennsylvania,BRFSS,Tobacco,%,Crude Prevalence,21.2,21.2
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,9.4,9.4
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,14.8,14.8
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,20.8,20.8
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,14.8,14.8
PR,Puerto Rico,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,21.8,21.8
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,18.8,18.8
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,19.8,19.8
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,21.4,21.4
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,,
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,22.1,22.1
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,20,20
RI,Rhode Island,BRFSS,Tobacco,%,Crude Prevalence,19.9,19.9
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,23.5,23.5
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,20.7,20.7
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,18.5,18.5
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,25.8,25.8
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,28.8,28.8
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,24.8,24.8
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,23.1,23.1
SC,South Carolina,BRFSS,Tobacco,%,Crude Prevalence,23.2,23.2
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,,
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,21.7,21.7
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,23.5,23.5
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,24.4,24.4
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,44.2,44.2
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,38.9,38.9
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,23,23
SD,South Dakota,BRFSS,Tobacco,%,Crude Prevalence,21.1,21.1
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,18.7,18.7
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,21.3,21.3
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,,
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,23,23
TN,Tennessee,BRFSS,Tobacco,%,Crude Prevalence,23.2,23.2
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,25,25
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,15,15
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,15.7,15.7
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,23.6,23.6
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,31,31
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,10.6,10.6
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,19.2,19.2
TX,Texas,BRFSS,Tobacco,%,Crude Prevalence,21,21
US,United States,BRFSS,Tobacco,%,Crude Prevalence,18.8,18.8
US,United States,BRFSS,Tobacco,%,Crude Prevalence,23.6,23.6
US,United States,BRFSS,Tobacco,%,Crude Prevalence,21.2,21.2
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,29.1,29.1
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,9.6,9.6
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,14.5,14.5
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,14.1,14.1
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,,
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,15.3,15.3
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,11.8,11.8
UT,Utah,BRFSS,Tobacco,%,Crude Prevalence,11,11
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,23.1,23.1
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,20.5,20.5
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,17.8,17.8
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,21.3,21.3
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,27,27
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,20.3,20.3
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,20.9,20.9
VA,Virginia,BRFSS,Tobacco,%,Crude Prevalence,20.4,20.4
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VI,Virgin Islands,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,,
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,16.5,16.5
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,37.7,37.7
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,21.8,21.8
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,44.5,44.5
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,35.6,35.6
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
VT,Vermont,BRFSS,Tobacco,%,Crude Prevalence,18.1,18.1
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,25.7,25.7
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,16.2,16.2
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,13.9,13.9
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,18.8,18.8
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,27.3,27.3
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,14.6,14.6
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,17.5,17.5
WA,Washington,BRFSS,Tobacco,%,Crude Prevalence,17.7,17.7
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,37.4,37.4
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,19.1,19.1
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,27.4,27.4
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,22.7,22.7
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,,
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,17,17
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,20.9,20.9
WI,Wisconsin,BRFSS,Tobacco,%,Crude Prevalence,19.8,19.8
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,34.3,34.3
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,25.9,25.9
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,35.9,35.9
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,31.5,31.5
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,29.5,29.5
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,26.5,26.5
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,28.6,28.6
WV,West Virginia,BRFSS,Tobacco,%,Crude Prevalence,28.4,28.4
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,,
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,21.8,21.8
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,26.8,26.8
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,24.2,24.2
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,39.7,39.7
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,28.9,28.9
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,23,23
WY,Wyoming,BRFSS,Tobacco,%,Crude Prevalence,22.1,22.1
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,,
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,28.1,28.1
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,34.1,34.1
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,25.2,25.2
AK,Alaska,BRFSS,Tobacco,%,Crude Prevalence,20.7,20.7
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,22.1,22.1
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,,
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,36.6,36.6
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,24.3,24.3
AL,Alabama,BRFSS,Tobacco,%,Crude Prevalence,31.4,31.4
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,32.5,32.5
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,30,30
AR,Arkansas,BRFSS,Tobacco,%,Crude Prevalence,32.5,32.5
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,13.4,13.4
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,20.3,20.3
AZ,Arizona,BRFSS,Tobacco,%,Crude Prevalence,29.4,29.4
CA,California,BRFSS,Tobacco,%,Crude Prevalence,17.6,17.6
CA,California,BRFSS,Tobacco,%,Crude Prevalence,13.1,13.1
CA,California,BRFSS,Tobacco,%,Crude Prevalence,26.4,26.4
CA,California,BRFSS,Tobacco,%,Crude Prevalence,11.3,11.3
CA,California,BRFSS,Tobacco,%,Crude Prevalence,10.4,10.4
CA,California,BRFSS,Tobacco,%,Crude Prevalence,19.7,19.7
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,22.2,22.2
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,21.9,21.9
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,30,30
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,12.4,12.4
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,17,17
CO,Colorado,BRFSS,Tobacco,%,Crude Prevalence,22.1,22.1
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,18.9,18.9
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,18.2,18.2
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,12.2,12.2
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,18.5,18.5
CT,Connecticut,BRFSS,Tobacco,%,Crude Prevalence,22.8,22.8
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,34.6,34.6
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,17.3,17.3
DC,District of Columbia,BRFSS,Tobacco,%,Crude Prevalence,10.7,10.7
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,24.4,24.4
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,32.5,32.5
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,,
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,20.8,20.8
DE,Delaware,BRFSS,Tobacco,%,Crude Prevalence,27.8,27.8
FL,Florida,BRFSS,Tobacco,%,Crude Prevalence,12.8,12.8
