LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,18.9
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,25.5
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,18.7
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,13.4
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,19.4
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,20.3
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,17.2
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,22.5
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,26.2
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.6
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.2
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,8
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.5
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.3
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.3
MA,Massachusetts,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.4
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,6.7
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,3.5
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,7.9
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,12.6
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,7.3
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,8.1
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,6.7
MA,Massachusetts,BRFSS,Alcohol,%,Crude Prevalence,7.6
MA,Massachusetts,PRAMS,Alcohol,%,Crude Prevalence,
MI,Michigan,YRBSS,Alcohol,%,Crude Prevalence,25.9
MI,Michigan,YRBSS,Alcohol,%,Crude Prevalence,12.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,16
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,18
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,25.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.2
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,19.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,15.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,12.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,24.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,10.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,13.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,3.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,15
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,15
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,26.3
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,25.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.4
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.1
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,21
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,15.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,14
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,27.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,24.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,22.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.1
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,17.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.1
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,3.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,9.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,4.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.1
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.3
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,27.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,20
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.3
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,15.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,12.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,21.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,27.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,23.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.1
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,14.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.4
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,3.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,8.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.1
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,15.3
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,25.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,25
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.3
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,12
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.1
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,12.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,14.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,29.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,24
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,16.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.4
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.1
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,4.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.7
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.1
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.6
MI,Michigan,YRBSS,Alcohol,%,Crude Prevalence,28.3
MI,Michigan,YRBSS,Alcohol,%,Crude Prevalence,16.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.4
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,24.8
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.2
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,19.7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,21
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,14.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,13.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,23.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,24.1
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,16.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.9
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,19.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,18.6
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,22.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.1
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,20.9
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,2.4
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.5
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.3
MI,Michigan,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.3
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,2.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.5
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,6.2
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.1
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,0
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,5.8
MI,Michigan,BRFSS,Alcohol,%,Crude Prevalence,7.3
MI,Michigan,PRAMS,Alcohol,%,Crude Prevalence,64.1
MN,Minnesota,YRBSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,YRBSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.9
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,26
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,23.1
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,11.9
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,20.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,22.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,10.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,14
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,17.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,25.2
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,26.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,14.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,19.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,20.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,10.8
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,12.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,14.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,20.8
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,23.1
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.2
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,10.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.9
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,7.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,8.1
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,10.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.4
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,28.9
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,21.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,22.6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,24.2
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,11.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,15.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,21.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,28.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,25.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,21.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,21.9
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,22.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,22.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,14.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,25.1
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,5.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.2
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.2
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,5.8
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,5.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.8
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.3
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,14.9
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,16.1
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,18.6
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,29.4
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,13.5
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,17.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,22.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,24.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,17
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,15.5
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,21.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,29.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,19.3
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,22.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,22.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,14.2
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,12.3
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,21.9
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,24
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.2
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,6.9
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,4.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.4
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,3.3
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,7.7
MN,Minnesota,BRFSS,Alcohol,%,Age-adjusted Prevalence,8.1
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,6.9
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,8.4
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,3.7
MN,Minnesota,BRFSS,Alcohol,%,Crude Prevalence,7.7
